Customer ID,Initial Device Inquiry,Initial Issue Category,Secondary Devices Owned,Probing Question/Statement Used,HomeTech Protection Offer Presented,HomeTech Protection Offer Accepted
963,Smart Watch,Software Issue,Smart Headphones,What other tech do you have at home that you'd want protected?,False,False
964,Phone,Connectivity Issue,Smart Thermostat,"I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,False
965,Tablet,Other,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
966,Smart Watch,Network Issue,"Desktop, Sound Bar, Fitness Tracker, Smart Security Camera, Gaming System, Smart Speaker, Smart Thermostat, Printer, Smart TV, Smart Headphones, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
967,Phone,App Issue,"Laptop, Gaming System, Smart Speaker, Fitness Tracker, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
968,Tablet,Software Issue,"Smart TV, Laptop, Gaming System, Printer, Fitness Tracker, Smart Speaker, Smart Headphones, Smart Thermostat, Desktop, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
969,Tablet,Battery Problem,"Smart Thermostat, Sound Bar, Desktop, Laptop, Gaming System, Smart TV, Smart Security Camera, Fitness Tracker, Printer, Smart Speaker, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
970,Phone,Software Issue,"Desktop, Smart Headphones, Smart Thermostat, Smart TV, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
971,Phone,Network Issue,"Smart Security Camera, Sound Bar, Printer, Fitness Tracker, Laptop, Desktop, Smart Speaker, Gaming System, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
972,Smart Watch,Network Issue,"Sound Bar, Smart TV, Smart Headphones, Desktop, Smart Speaker, Smart Security Camera, Laptop, Printer, Smart Thermostat, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
973,Smart Watch,App Issue,"Desktop, Smart Thermostat, Laptop, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
974,Tablet,Cracked Screen,"Fitness Tracker, Laptop, Smart Security Camera, Smart TV, Smart Headphones, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
975,Smart Watch,Other,Desktop,"Do you have any smart home devices, like a smart thermostat or security system?",False,False
976,Tablet,Software Issue,"Sound Bar, Smart Speaker, Smart Thermostat, Smart Security Camera, Gaming System, Fitness Tracker, Desktop, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
977,Smart Watch,Other,"Smart Security Camera, Desktop, Sound Bar, Smart Speaker, Laptop",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
978,Smart Watch,Battery Problem,"Fitness Tracker, Gaming System, Smart TV, Smart Security Camera, Smart Thermostat, Desktop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
979,Smart Watch,Connectivity Issue,"Printer, Smart Thermostat, Desktop, Smart Speaker, Smart Headphones, Laptop, Sound Bar","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",True,True
980,Smart Watch,Connectivity Issue,"Smart Thermostat, Printer, Smart Headphones, Smart TV, Gaming System, Smart Security Camera, Smart Speaker, Desktop, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
981,Tablet,Other,"Gaming System, Printer, Smart Thermostat, Smart TV, Sound Bar, Smart Headphones, Fitness Tracker, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
982,Phone,Connectivity Issue,"Gaming System, Smart Headphones, Sound Bar, Fitness Tracker, Smart Security Camera",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,True,True
983,Tablet,Other,"Smart TV, Printer, Smart Speaker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
984,Tablet,Phone Setup/Restore,"Sound Bar, Gaming System, Smart TV, Smart Headphones, Printer, Desktop, Smart Speaker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
985,Tablet,App Issue,"Laptop, Sound Bar, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
986,Tablet,Phone Setup/Restore,"Gaming System, Printer, Smart Headphones, Laptop, Desktop, Smart TV, Smart Speaker, Fitness Tracker, Smart Security Camera, Smart Thermostat, Sound Bar","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
987,Smart Watch,Warranty Claim,"Laptop, Fitness Tracker, Gaming System, Smart TV, Smart Thermostat, Smart Speaker, Desktop, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
988,Phone,Phone Setup/Restore,"Smart Thermostat, Desktop, Printer, Smart Security Camera, Smart Speaker, Sound Bar, Smart Headphones, Fitness Tracker","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",True,False
989,Tablet,Phone Setup/Restore,"Laptop, Desktop, Smart Speaker, Smart TV, Smart Headphones, Gaming System, Smart Security Camera, Smart Thermostat, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
990,Phone,Connectivity Issue,"Laptop, Fitness Tracker, Smart Thermostat, Smart Speaker, Printer, Desktop, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
991,Smart Watch,Warranty Claim,"Gaming System, Smart Speaker, Smart Headphones, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
992,Phone,Warranty Claim,"Smart Headphones, Gaming System, Sound Bar, Fitness Tracker, Smart Speaker",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,False,False
993,Smart Watch,Software Issue,"Gaming System, Smart Speaker, Smart Thermostat",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
994,Tablet,Phone Setup/Restore,"Laptop, Printer",What other tech do you have at home that you'd want protected?,True,True
995,Phone,Connectivity Issue,"Gaming System, Laptop, Fitness Tracker, Printer, Smart Thermostat, Smart Security Camera, Smart Headphones, Sound Bar, Smart TV, Smart Speaker, Desktop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
996,Phone,App Issue,"Sound Bar, Smart Thermostat, Printer, Smart Speaker, Desktop, Laptop","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",True,False
997,Phone,Network Issue,"Desktop, Smart Headphones, Fitness Tracker, Smart TV, Laptop, Smart Speaker, Smart Security Camera, Sound Bar, Smart Thermostat, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
998,Phone,Battery Problem,"Fitness Tracker, Desktop, Smart Headphones, Gaming System, Smart Thermostat, Smart Security Camera, Printer, Smart Speaker","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",True,False
999,Phone,Connectivity Issue,"Fitness Tracker, Desktop, Sound Bar, Smart Security Camera",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,True,True
1000,Tablet,Phone Setup/Restore,"Fitness Tracker, Smart Headphones, Printer, Smart Speaker, Smart Security Camera, Desktop","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
1001,Smart Watch,Slow Performance,"Desktop, Fitness Tracker, Laptop, Gaming System, Smart Headphones, Sound Bar, Printer, Smart Security Camera, Smart Speaker, Smart TV, Smart Thermostat","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1002,Phone,App Issue,"Smart TV, Smart Headphones, Printer, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1003,Tablet,Warranty Claim,"Fitness Tracker, Smart Speaker, Laptop, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1004,Phone,Software Issue,"Smart Thermostat, Smart Speaker, Fitness Tracker",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,False,False
1005,Phone,Network Issue,"Smart Thermostat, Smart Headphones","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,True
1006,Tablet,Software Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
1007,Tablet,Software Issue,"Fitness Tracker, Smart Speaker, Sound Bar, Printer, Gaming System, Desktop, Smart TV, Smart Thermostat",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1008,Smart Watch,Network Issue,"Printer, Smart Headphones, Smart Thermostat, Smart Security Camera, Sound Bar, Laptop, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1009,Phone,Connectivity Issue,"Smart TV, Laptop, Smart Security Camera, Gaming System, Desktop, Smart Speaker, Printer, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1010,Phone,Other,"Printer, Smart Speaker, Fitness Tracker, Desktop, Smart Thermostat, Smart TV, Gaming System, Smart Security Camera, Sound Bar, Smart Headphones, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1011,Tablet,Network Issue,"Smart Headphones, Smart Thermostat, Fitness Tracker, Gaming System, Smart Security Camera, Laptop, Smart TV, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1012,Phone,App Issue,"Smart Speaker, Laptop, Fitness Tracker",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,False,False
1013,Tablet,Network Issue,"Smart Speaker, Laptop","Thinking about your tech at home, what's the one device you'd be most upset to lose or have damaged?",True,True
1014,Smart Watch,Slow Performance,"Desktop, Sound Bar, Smart Thermostat, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1015,Tablet,Battery Problem,"Smart Security Camera, Desktop, Sound Bar","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1016,Tablet,Network Issue,"Smart TV, Fitness Tracker, Gaming System, Smart Speaker, Sound Bar, Smart Thermostat",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1017,Smart Watch,App Issue,"Smart Speaker, Smart Headphones, Fitness Tracker, Smart Thermostat, Gaming System","We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",False,False
1018,Smart Watch,Network Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
1019,Smart Watch,App Issue,"Fitness Tracker, Smart Headphones, Laptop","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",True,False
1020,Phone,Software Issue,"Printer, Laptop, Smart TV, Smart Speaker, Smart Headphones, Smart Thermostat, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
1021,Smart Watch,Slow Performance,"Smart Security Camera, Fitness Tracker","We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",False,False
1022,Phone,Network Issue,"Smart Security Camera, Smart Speaker",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,True,True
1023,Tablet,Network Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
1024,Smart Watch,Network Issue,Gaming System,Many of our customers protect all their devices under one plan. Would you be interested in learning more about HomeTech Protection?,True,True
1025,Phone,Phone Setup/Restore,"Smart Security Camera, Desktop, Smart TV, Smart Speaker, Gaming System, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1026,Phone,App Issue,"Desktop, Smart TV, Gaming System, Printer, Fitness Tracker, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1027,Phone,Other,"Printer, Smart TV, Smart Speaker, Sound Bar, Laptop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1028,Smart Watch,App Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,True
1029,Smart Watch,Battery Problem,"Smart Speaker, Printer, Sound Bar, Smart Headphones, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1030,Smart Watch,Software Issue,"Sound Bar, Smart Security Camera, Desktop, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1031,Phone,Phone Setup/Restore,"Sound Bar, Laptop, Smart Security Camera, Smart Thermostat",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,False,False
1032,Smart Watch,Cracked Screen,"Printer, Smart Headphones, Smart Thermostat","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1033,Tablet,Cracked Screen,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
1034,Smart Watch,Software Issue,Smart Speaker,Have you tried other products from X brand?,False,False
1035,Smart Watch,Battery Problem,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
1036,Tablet,Network Issue,"Laptop, Smart Headphones, Fitness Tracker, Sound Bar, Smart Security Camera, Smart Thermostat",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1037,Smart Watch,Software Issue,"Printer, Desktop, Gaming System, Smart TV, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1038,Tablet,Battery Problem,"Smart Security Camera, Smart Headphones, Printer, Laptop, Sound Bar, Desktop, Smart TV, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1039,Smart Watch,Connectivity Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",False,False
1040,Tablet,Warranty Claim,"Smart TV, Fitness Tracker, Smart Thermostat, Smart Speaker, Smart Security Camera, Printer, Desktop, Smart Headphones, Laptop, Sound Bar, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1041,Tablet,Battery Problem,"Laptop, Sound Bar, Fitness Tracker, Smart TV, Desktop, Smart Headphones, Smart Thermostat, Printer, Smart Speaker, Smart Security Camera, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1042,Tablet,Warranty Claim,"Smart Security Camera, Laptop, Sound Bar, Smart TV, Fitness Tracker, Gaming System, Desktop, Smart Speaker, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1043,Smart Watch,Phone Setup/Restore,"Desktop, Smart Security Camera, Fitness Tracker, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1044,Smart Watch,Cracked Screen,"Desktop, Laptop",Have you tried other products from X brand?,False,False
1045,Tablet,Network Issue,"Smart TV, Desktop, Laptop, Smart Thermostat, Smart Speaker, Fitness Tracker, Smart Headphones, Smart Security Camera",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1046,Tablet,Battery Problem,Fitness Tracker,"Thinking about your tech at home, what's the one device you'd be most upset to lose or have damaged?",False,False
1047,Phone,Software Issue,"Smart Speaker, Smart TV, Printer",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1048,Tablet,Slow Performance,"Sound Bar, Smart Headphones, Smart TV, Smart Speaker, Fitness Tracker, Printer, Desktop, Smart Thermostat, Gaming System",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1049,Tablet,Connectivity Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,True
1050,Smart Watch,Network Issue,Smart Headphones,Our HomeTech Protection plan covers all your home tech. It's very cost-effective. Have you heard about it?,True,False
1051,Smart Watch,App Issue,"Gaming System, Smart TV, Laptop, Smart Speaker, Smart Security Camera","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1052,Smart Watch,Cracked Screen,"Fitness Tracker, Smart Speaker, Laptop, Printer, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1053,Phone,Connectivity Issue,"Smart TV, Gaming System, Smart Headphones, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
1054,Tablet,Slow Performance,"Smart Speaker, Printer, Laptop, Smart Security Camera, Smart Thermostat","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1055,Smart Watch,Battery Problem,"Smart Thermostat, Desktop, Smart Speaker, Sound Bar, Printer, Smart Headphones","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",True,False
1056,Phone,Connectivity Issue,"Smart Thermostat, Smart Headphones, Sound Bar, Fitness Tracker, Smart TV, Desktop, Gaming System, Smart Security Camera, Printer",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1057,Tablet,Cracked Screen,"Fitness Tracker, Printer, Smart Headphones, Smart Thermostat, Gaming System, Desktop, Laptop, Smart TV, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1058,Phone,Connectivity Issue,"Laptop, Fitness Tracker, Gaming System, Sound Bar, Smart Headphones, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1059,Tablet,Other,"Smart TV, Smart Speaker, Fitness Tracker, Sound Bar, Smart Headphones, Gaming System, Smart Security Camera, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1060,Smart Watch,Cracked Screen,"Sound Bar, Smart Headphones, Printer, Smart Security Camera, Gaming System, Smart TV, Smart Speaker, Smart Thermostat, Desktop, Laptop, Fitness Tracker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1061,Phone,Cracked Screen,"Fitness Tracker, Desktop, Gaming System, Smart Headphones, Printer","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
1062,Smart Watch,App Issue,"Smart TV, Sound Bar, Printer, Fitness Tracker, Laptop, Smart Security Camera, Desktop, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1063,Phone,Battery Problem,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
1064,Smart Watch,Phone Setup/Restore,"Smart Thermostat, Smart Headphones, Smart Security Camera, Smart Speaker, Laptop, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1065,Tablet,Phone Setup/Restore,"Printer, Laptop, Desktop","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
1066,Tablet,Phone Setup/Restore,"Smart TV, Smart Security Camera, Fitness Tracker, Sound Bar, Smart Speaker, Smart Headphones, Smart Thermostat",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1067,Tablet,Battery Problem,"Smart Speaker, Smart TV, Desktop, Sound Bar, Smart Thermostat",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1068,Smart Watch,Phone Setup/Restore,"Fitness Tracker, Laptop, Printer, Desktop, Gaming System, Smart Speaker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1069,Phone,App Issue,"Fitness Tracker, Printer, Smart Thermostat, Smart TV, Sound Bar, Smart Security Camera, Smart Speaker, Smart Headphones, Gaming System",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1070,Phone,Slow Performance,"Smart Speaker, Smart Headphones, Laptop, Desktop, Smart TV, Smart Security Camera, Gaming System, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1071,Tablet,Connectivity Issue,"Smart Speaker, Smart TV, Printer, Fitness Tracker, Gaming System, Smart Thermostat",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1072,Smart Watch,Connectivity Issue,Laptop,Many of our customers protect all their devices under one plan. Would you be interested in learning more about HomeTech Protection?,True,True
1073,Smart Watch,Slow Performance,"Smart Speaker, Laptop, Smart Headphones, Smart Security Camera, Desktop, Sound Bar, Smart TV, Gaming System, Fitness Tracker, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1074,Smart Watch,Other,"Smart Speaker, Desktop, Gaming System, Sound Bar, Laptop, Printer","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1075,Tablet,Phone Setup/Restore,"Smart Headphones, Smart Security Camera, Printer, Smart TV, Laptop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1076,Smart Watch,Warranty Claim,"Fitness Tracker, Laptop, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1077,Smart Watch,Phone Setup/Restore,Smart TV,Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1078,Tablet,Phone Setup/Restore,"Smart Security Camera, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
1079,Smart Watch,Other,"Fitness Tracker, Sound Bar, Smart Thermostat, Smart Headphones, Laptop, Desktop, Printer, Smart Security Camera, Smart TV, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1080,Smart Watch,Phone Setup/Restore,"Gaming System, Printer, Smart Speaker, Laptop, Smart Security Camera","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1081,Phone,App Issue,"Smart Thermostat, Desktop","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,False
1082,Tablet,Software Issue,"Smart Thermostat, Smart Headphones, Smart Speaker, Fitness Tracker, Gaming System, Smart TV, Laptop, Desktop, Printer, Smart Security Camera","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1083,Smart Watch,Phone Setup/Restore,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,True
1084,Smart Watch,Other,"Laptop, Smart Headphones, Printer, Gaming System, Smart Thermostat, Fitness Tracker, Sound Bar, Smart Security Camera, Desktop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,True
1085,Phone,Connectivity Issue,"Smart Thermostat, Smart Security Camera, Printer, Desktop, Laptop","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",False,False
1086,Smart Watch,App Issue,"Gaming System, Printer, Sound Bar, Smart Speaker, Laptop, Smart TV, Desktop, Smart Headphones, Smart Thermostat, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,True
1087,Tablet,Cracked Screen,"Printer, Smart TV, Smart Security Camera, Sound Bar, Desktop, Smart Thermostat, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1088,Tablet,Other,"Laptop, Smart Thermostat",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1089,Smart Watch,Software Issue,"Smart Speaker, Smart Headphones, Smart Security Camera, Sound Bar, Laptop, Gaming System, Printer, Smart TV, Desktop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1090,Phone,Other,Smart TV,Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1091,Tablet,Other,"Fitness Tracker, Smart Security Camera, Laptop, Sound Bar, Desktop, Printer, Smart Thermostat, Gaming System, Smart Speaker","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1092,Tablet,Connectivity Issue,"Laptop, Gaming System, Sound Bar, Desktop, Printer, Smart Speaker, Smart Thermostat, Smart Security Camera, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1093,Tablet,Slow Performance,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
1094,Tablet,Software Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
1095,Tablet,Other,"Fitness Tracker, Desktop, Smart Thermostat, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1096,Tablet,Cracked Screen,"Smart Speaker, Sound Bar, Desktop, Smart TV, Laptop, Smart Security Camera, Gaming System, Fitness Tracker, Printer, Smart Headphones, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1097,Smart Watch,Other,"Desktop, Sound Bar, Printer, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1098,Smart Watch,Slow Performance,"Gaming System, Printer, Smart Speaker, Fitness Tracker, Smart Headphones, Laptop, Smart Thermostat, Smart TV, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1099,Smart Watch,Software Issue,"Gaming System, Smart Security Camera, Smart Headphones","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1100,Tablet,Cracked Screen,"Desktop, Printer, Smart Security Camera, Laptop, Sound Bar, Smart Thermostat, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
